App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver,Primary Genre,Sub Genre
New 2018 Keyboard,PERSONALIZATION,4.6,298321,14,10000000,Free,0,Everyone,08/05/2018,2.5.5.9,4.2,Personalization,
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14,100000000,Free,0,Everyone,08/06/2018,3.9.7,4.0.3,Personalization,
ZenUI Themes – Stylish Themes,PERSONALIZATION,4.4,47393,7.2,10000000,Free,0,Everyone,05/24/2018,1.8.0.24_180511,5,Personalization,
"Keyboard - wallpapers , photos",PERSONALIZATION,4.4,55525,22,10000000,Free,0,Everyone,02/26/2018,1.2.7,4,Personalization,
Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,4.3,2267,7.2,500000,Free,0,Everyone,07/09/2018,6.7.5,4.0.3,Personalization,
Microsoft Launcher,PERSONALIZATION,4.6,649568,26,10000000,Free,0,Everyone,08/01/2018,4.12.0.44682,4.2,Personalization,
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38,1000000,Free,0,Everyone,07/13/2018,1.8,4.1,Personalization,
Door Lock Screen,PERSONALIZATION,4.3,5413,3.9,1000000,Free,0,Everyone,07/28/2018,3.3.a,4,Personalization,
Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,4.6,4724,5.4,1000000,Free,0,Everyone,07/30/2018,1.2,4.0.3,Personalization,
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8,10000000,Free,0,Everyone,12/01/2017,2.0.0.39_171124,5,Personalization,
"Hola Launcher- Theme,Wallpaper",PERSONALIZATION,4.5,3277209,7.6,100000000,Free,0,Everyone,05/09/2018,3.2.5,4,Personalization,
OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229,1.1,500000,Free,0,Everyone,05/23/2018,1.9.1.180419172630.4a15962,5,Personalization,
Live 3D Neon Blue Love Heart Keyboard Theme,PERSONALIZATION,4.3,6626,9.1,1000000,Free,0,Everyone,07/25/2018,6.7.25.2018,4.0.3,Personalization,
Pink Diamond Princess Keyboard Theme,PERSONALIZATION,3.7,10796,6.8,1000000,Free,0,Everyone,07/06/2018,6.7.5,4.0.3,Personalization,
"Wallpapers HD, 4K Backgrounds",PERSONALIZATION,4.7,273994,12,10000000,Free,0,Everyone,07/23/2018,2.3.27,4.4,Personalization,
Photo Lock App - Hide Pictures & Videos,PERSONALIZATION,4.5,29203,3.3,5000000,Free,0,Everyone,12/10/2017,40,4,Personalization,
Romantic Love Photo Frames,PERSONALIZATION,4.4,18918,12,5000000,Free,0,Everyone,06/19/2018,1.14,4,Personalization,
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8,500000,Free,0,Everyone,07/25/2018,6.7.24.2018,4.0.3,Personalization,
OnePlus Icon Pack,PERSONALIZATION,4.8,440,0.8984375,500000,Free,0,Everyone,05/23/2018,1.9.2.180419172639.dbf3246,5,Personalization,
Water Garden Live Wallpaper,PERSONALIZATION,4.6,66453,14,5000000,Free,0,Everyone,04/10/2018,1.57,2.3,Personalization,
Water Droplets Keyboard Theme,PERSONALIZATION,4.1,398,6.8,100000,Free,0,Everyone,06/29/2018,6.6.28,4.0.3,Personalization,
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27,500000,Free,0,Everyone,07/03/2018,1.2.5,4,Personalization,
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,7.4,100000,Free,0,Everyone,01/22/2017,2.11.5,4.1,Personalization,
Ringtones & Wallpapers for Me,PERSONALIZATION,4.2,89342,29,10000000,Free,0,Everyone,01/30/2018,1.13,4.1,Personalization,
Zooper Widget,PERSONALIZATION,4,30498,5.9,1000000,Free,0,Everyone,03/11/2015,2.6,3.2,Personalization,
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14,1000000,Paid,2.49,Everyone,08/24/2016,5.7.8,2.3,Personalization,
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14,1000000,Free,0,Everyone,10/20/2016,5.7.6,2.3,Personalization,
HD Widgets,PERSONALIZATION,4.3,58617,26,1000000,Paid,0.99,Everyone,12/07/2016,4.3.2,4.4,Personalization,
DashClock Widget,PERSONALIZATION,4.1,62301,1.9,1000000,Free,0,Everyone,05/11/2016,1.7.2,4.2,Personalization,
Fancy Widgets,PERSONALIZATION,4.2,37237,3.9,5000000,Free,0,Everyone,04/04/2014,3.5.6,1.6,Personalization,
Kairo XP (for HD Widgets),PERSONALIZATION,4.4,1591,0.760742188,10000,Paid,0.99,Everyone,01/07/2015,1.1,4.0.3,Personalization,
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1,10000000,Free,0,Teen,03/17/2018,2.85,4.0.3,Personalization,
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10,5000000,Free,0,Everyone,11/20/2017,11,4.0.3,Personalization,
Waterfall Live Wallpaper,PERSONALIZATION,4.1,112977,13,10000000,Free,0,Everyone,05/22/2018,3.6,4.1,Personalization,
Galaxy Live Wallpaper,PERSONALIZATION,4.2,58052,4,5000000,Free,0,Teen,09/14/2017,1.1.8,2.3.3,Personalization,
Northern Lights FREE (Aurora),PERSONALIZATION,4.1,12180,5.4,1000000,Free,0,Everyone,12/24/2016,1.3,2.1,Personalization,
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3,10000000,Free,0,Everyone,10/27/2017,4,4.1,Personalization,
Petals 3D live wallpaper,PERSONALIZATION,4.2,112479,4.3,10000000,Free,0,Everyone,07/25/2018,3.0.5,4.2,Personalization,
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,0.833007813,10000000,Free,0,Everyone,05/01/2014,2.41,2.1,Personalization,
LINE Launcher,PERSONALIZATION,4.4,733838,21,10000000,Free,0,Everyone,06/29/2018,2.4.25,4.0.3,Personalization,
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4,10000000,Free,0,Everyone,07/24/2018,4.0.0.7,4.4,Personalization,
Sun Rise Free Live Wallpaper,PERSONALIZATION,4.3,86481,8.6,10000000,Free,0,Everyone,01/31/2018,4.8.3,4,Personalization,
Wallpapers HD,PERSONALIZATION,4.6,484981,2.1,10000000,Free,0,Everyone,11/28/2016,1.7.1,3,Personalization,
Tiger Live Wallpaper,PERSONALIZATION,4.1,77724,7.1,5000000,Free,0,Teen,05/31/2018,2.7.2,4,Personalization,
Pink Roses Live Wallpaper,PERSONALIZATION,4.2,33074,3.3,1000000,Free,0,Everyone,05/04/2018,4.1,4.1,Personalization,
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5,5000000,Free,0,Everyone,05/04/2018,4.1,4.1,Personalization,
Koi Free Live Wallpaper,PERSONALIZATION,4.2,290241,4.1,50000000,Free,0,Everyone,06/24/2014,1.9,2.1,Personalization,
Wallpaper,PERSONALIZATION,4.5,69488,9.7,1000000,Free,0,Everyone,07/08/2018,6.07,4.1,Personalization,
Wolves Live Wallpaper,PERSONALIZATION,4.3,10401,3.3,1000000,Free,0,Everyone,10/27/2017,7.5,4.1,Personalization,
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1,1000000,Free,0,Everyone,05/22/2018,18,4.1,Personalization,
Tropical Beach Live Wallpaper,PERSONALIZATION,4,11343,8.4,1000000,Free,0,Everyone,05/22/2018,18,4.1,Personalization,
Glowing Flowers Live Wallpaper,PERSONALIZATION,4.2,66730,7,5000000,Free,0,Everyone,05/21/2018,18,4.1,Personalization,
Dolphins Live Wallpaper,PERSONALIZATION,4.2,25807,5.5,1000000,Free,0,Everyone,10/29/2017,15,4.1,Personalization,
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13,10000000,Free,0,Everyone,11/13/2017,1.9.7.07,4.0.3,Personalization,
BIG Launcher,PERSONALIZATION,4.3,881,5.9,10000,Paid,9.99,Everyone,06/20/2018,2.5.9,2.1,Personalization,
"iKeyboard - emoji, emoticons",PERSONALIZATION,4.5,624924,24,10000000,Free,0,Everyone,08/01/2018,4.8.2.2195,4.1,Personalization,
Simple Neon Blue Future Tech Keyboard Theme,PERSONALIZATION,4.1,51145,6.2,10000000,Free,0,Everyone,06/28/2018,1,4.0.3,Personalization,
TouchPal Purple Butterfly Theme,PERSONALIZATION,4.2,7435,6.9,1000000,Free,0,Everyone,06/28/2018,1,4.0.3,Personalization,
Lavender Emoji Keyboard Theme,PERSONALIZATION,4.1,12008,6.1,1000000,Free,0,Everyone,05/27/2016,5,4,Personalization,
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24,10000000,Free,0,Everyone,06/14/2018,4.6.4,4.1,Productivity,
QR Scanner & Barcode Scanner 2018,PRODUCTIVITY,3.8,8226,4.1,10000000,Free,0,Everyone,07/20/2018,1.8.4,4.4,Productivity,
Microsoft Outlook,PRODUCTIVITY,4.3,3252896,50,100000000,Free,0,Everyone,08/02/2018,2.2.194,4.4,Productivity,
My Claro Peru,PRODUCTIVITY,3.2,11200,11,5000000,Free,0,Everyone,07/23/2018,3.1.1,4.4,Productivity,
Power Booster - Junk Cleaner & CPU Cooler & Boost,PRODUCTIVITY,4.5,9653,5.1,1000000,Free,0,Everyone,08/06/2018,1.2.5,4.1,Productivity,
Google Assistant,PRODUCTIVITY,4.2,58675,1.3,10000000,Free,0,Everyone,03/09/2018,0.1.187945513,5,Productivity,
Archos File Manager,PRODUCTIVITY,4,2131,2.3,5000000,Free,0,Everyone,04/22/2016,4.1.4,4.1,Productivity,
ES File Explorer File Manager,PRODUCTIVITY,4.6,5383985,16,100000000,Free,0,Everyone,08/03/2018,4.1.8.2.2,4,Productivity,
MyMTN,PRODUCTIVITY,4,8550,15,1000000,Free,0,Everyone,07/25/2018,2.1.5,4,Productivity,
Dropbox,PRODUCTIVITY,4.4,1861310,61,500000000,Free,0,Everyone,08/01/2018,Varies with device,Varies with device,Productivity,
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6,10000000,Free,0,Everyone,04/11/2018,1.10.0.33_180403,5.0 - 8.0,Productivity,
lifebox,PRODUCTIVITY,4.2,56403,49,5000000,Free,0,Everyone,07/27/2018,4.0.5,4.4,Productivity,
Content Transfer,PRODUCTIVITY,4.7,19302,7.2,5000000,Free,0,Everyone,06/28/2018,3.5.12,4.0.3,Productivity,
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5,50000000,Free,0,Everyone,08/07/2016,2.2.1B216,2.3.3,Productivity,
Microsoft Translator,PRODUCTIVITY,4.6,209696,49,5000000,Free,0,Everyone,06/18/2018,3.2.258b ae1da5165,4.3,Productivity,
"My Airtel-Online Recharge, Pay Bill, Wallet, UPI",PRODUCTIVITY,4.3,1498393,14,50000000,Free,0,Everyone,08/02/2018,4.3.2.0,4.2,Productivity,
Hacker's Keyboard,PRODUCTIVITY,4.4,41418,1.2,1000000,Free,0,Everyone,12/11/2016,v1.39.3,2.2,Productivity,
Security & Privacy,PRODUCTIVITY,4,212,10,1000000,Free,0,Everyone,04/26/2018,5.0.44,4.1,Productivity,
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011,4.3,500000,Free,0,Everyone,12/19/2015,3.2.1,4.1,Productivity,
Loop - Habit Tracker,PRODUCTIVITY,4.7,17955,3.8,1000000,Free,0,Everyone,05/23/2018,1.7.9,4.0.3,Productivity,
Keeper: Free Password Manager & Secure Vault,PRODUCTIVITY,4.2,74146,32,10000000,Free,0,Everyone,07/16/2018,12.1.0,4.4,Productivity,
Pushbullet - SMS on PC,PRODUCTIVITY,4.5,176873,4.5,1000000,Free,0,Everyone,10/30/2017,17.7.20,4.1,Productivity,
Planner Pro-Personal Organizer,PRODUCTIVITY,4,10270,8.4,1000000,Free,0,Everyone,03/23/2018,4.4.1,4,Productivity,
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,12,10000000,Free,0,Everyone,08/05/2018,12.8.2,4.4,Productivity,
Cozi Family Organizer,PRODUCTIVITY,4.4,56713,25,1000000,Free,0,Everyone,07/05/2018,9.3.5776,4.1,Productivity,
Trello,PRODUCTIVITY,4.5,72513,12,5000000,Free,0,Everyone,07/18/2018,5.0.1.11068-production,5,Productivity,
Easy Voice Recorder,PRODUCTIVITY,4.4,205191,7.1,10000000,Free,0,Everyone,06/20/2018,2.4.5,4.1,Productivity,
ES File Explorer File Manager,PRODUCTIVITY,4.6,5383971,16,100000000,Free,0,Everyone,08/03/2018,4.1.8.2.2,4,Productivity,
Solid Explorer Classic,PRODUCTIVITY,4.5,49794,6.5,1000000,Free,0,Everyone,06/17/2017,1.7.3,2.3,Productivity,
File Browser by Astro (File Manager),PRODUCTIVITY,4.3,609182,9.2,50000000,Free,0,Everyone,07/02/2018,6.4.0,4,Productivity,
File Explorer,PRODUCTIVITY,4.1,979,0.703125,100000,Free,0,Everyone,09/30/2013,2.1.3,2.2,Productivity,
The Maner,PRODUCTIVITY,4.2,53015,2.2,5000000,Free,0,Everyone,11/12/2017,2.2.2,2.3,Productivity,
Smart File Manager,PRODUCTIVITY,4.2,17415,4.1,1000000,Free,0,Everyone,07/05/2018,3.5.9,4,Productivity,
"Polaris Office - Word, Docs, Sheets, Slide, PDF",PRODUCTIVITY,4.3,549900,60,10000000,Free,0,Everyone,07/18/2018,7.3.30,4.1,Productivity,
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,1508137,37,100000000,Free,0,Everyone,07/30/2018,11.1.3,4,Productivity,
Simple Notepad,PRODUCTIVITY,4.3,12321,0.696289063,1000000,Free,0,Everyone,12/25/2016,2.0.1,2.3,Productivity,
Keep My Notes - Notepad & Memo,PRODUCTIVITY,4.6,122424,4.7,5000000,Free,0,Everyone,03/16/2018,1.35.2,2.3.3,Productivity,
Sticky Note + : Sync Notes,PRODUCTIVITY,4.2,21507,6.6,1000000,Free,0,Everyone,08/31/2017,13.4,4,Productivity,
Notepad,PRODUCTIVITY,4.2,80581,2.5,10000000,Free,0,Everyone,10/16/2016,2.4,2.3,Productivity,
Squid - Take Notes & Markup PDFs,PRODUCTIVITY,4.2,37204,19,1000000,Free,0,Everyone,07/21/2018,3.4.4.4-GP,4,Productivity,
Notepad & To do list,PRODUCTIVITY,4.3,226295,4.2,10000000,Free,0,Everyone,06/06/2018,4.3.19,2.3.3,Productivity,
"JotterPad - Writer, Screenplay, Novel",PRODUCTIVITY,4.6,57904,11,1000000,Free,0,Everyone,07/01/2018,12.8.2-pi,4.2,Productivity,
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155999,12,10000000,Free,0,Everyone,08/05/2018,12.8.2,4.4,Productivity,
Calendar+ Schedule Planner App,PRODUCTIVITY,4,8985,5.7,1000000,Free,0,Everyone,01/16/2017,1.07.59,4.0.3,Productivity,
Today Calendar 2017,PRODUCTIVITY,4.2,16349,9,1000000,Free,0,Everyone,04/25/2016,4.0.7.3,4.1,Productivity,
New Calendar,PRODUCTIVITY,4.5,25985,6.9,1000000,Free,0,Everyone,07/20/2018,1.0.167,4.0.3,Productivity,
Planner Pro-Personal Organizer,PRODUCTIVITY,4,10270,8.4,1000000,Free,0,Everyone,03/23/2018,4.4.1,4,Productivity,
Calendar Widget Month + Agenda,PRODUCTIVITY,4.2,60840,1.9,5000000,Free,0,Everyone,05/31/2018,1.26.2,4.0.3,Productivity,
Business Calendar 2,PRODUCTIVITY,4.6,102594,15,5000000,Free,0,Everyone,07/23/2018,2.30.1,4.1,Productivity,
Unclouded - Cloud Manager,PRODUCTIVITY,4.1,6850,11,100000,Free,0,Everyone,08/08/2016,2.3.3-play,4.1,Productivity,
Dropbox,PRODUCTIVITY,4.4,1861309,61,500000000,Free,0,Everyone,08/01/2018,Varies with device,Varies with device,Productivity,
Amazon Drive,PRODUCTIVITY,4.4,18669,4.1,1000000,Free,0,Everyone,01/08/2018,1.9.1.147.0-google,4.2,Productivity,
SugarSync,PRODUCTIVITY,4.1,16420,3.8,1000000,Free,0,Everyone,05/16/2018,4.4.0.4,2.3.3,Productivity,
MediaFire,PRODUCTIVITY,4.1,71432,3.8,5000000,Free,0,Everyone,11/01/2017,4.2.2,4.1,Productivity,
Baby Names,PARENTING,4.5,86,2.8,10000,Free,0,Everyone,08/03/2018,1.7,4.0.3,Parenting,
Zoo For Preschool Kids 3-9 Years,PARENTING,4.3,76,8.2,10000,Free,0,Everyone,04/24/2018,1.0.7,4,Parenting,Education
My baby Game (Balloon POP!),PARENTING,3.8,3614,3.3,1000000,Free,0,Everyone,05/28/2018,2.15.2714,4,Parenting,Brain Games
Arabic Alphabets,PARENTING,4.3,34,6.2,10000,Free,0,Everyone,01/09/2017,1,2.2,Parenting,
Learn the letters and words,PARENTING,4.3,31,85,10000,Free,0,Everyone,06/15/2018,3.2,4.0.3,Parenting,Education
Development of the child up to a year,PARENTING,4.6,1413,14,100000,Free,0,Mature 17+,07/20/2018,2.9.9,4.1,Parenting,
Favorite children's songs,PARENTING,4.7,39,95,10000,Free,0,Everyone,07/06/2018,1.2.5,4.2,Parenting,
Ali Baba's Farm Tutorial Kids Games,PARENTING,4.3,36,5.5,5000,Free,0,Everyone,05/27/2018,4.7,4.1,Parenting,
Baby Panda Learns Shapes,PARENTING,4,3789,42,1000000,Free,0,Everyone,06/21/2018,8.25.10.00,4.0.3,Parenting,Education
Learning English for children,PARENTING,4.3,67,15,50000,Free,0,Everyone,04/18/2018,1.9,2.3,Parenting,Education
Mozart Baby Sleep,PARENTING,4.7,107,98,50000,Free,0,Teen,07/09/2018,1.4.0,4.2,Parenting,
Kids Videos,PARENTING,4.1,559,6.4,100000,Free,0,Everyone,05/20/2018,1.3.1,4.1,Parenting,
My baby firework,PARENTING,3.7,4976,2.8,1000000,Free,0,Everyone,05/28/2018,2.04.2714,4,Parenting,Education
We learn children's verses in kindergarten,PARENTING,4.3,3248,6.5,100000,Free,0,Everyone,12/20/2017,2.1,4,Parenting,Education
Baby Food - Homemade Recipes,PARENTING,4.1,44,3.6,10000,Free,0,Everyone,08/07/2018,8.2,4.0.3,Parenting,
My baby Phone,PARENTING,3.7,9293,2.4,1000000,Free,0,Everyone,05/28/2018,2.03.2714,4,Parenting,
Baby Sleep: White noise lullabies for newborns,PARENTING,4.6,62386,3.4,1000000,Free,0,Everyone,06/12/2018,2.7,4,Parenting,
Arabic Chat - Chat,PARENTING,4.4,162,1.5,10000,Free,0,Everyone,05/01/2018,1,4.1,Parenting,
BookBaby - Baby Development,PARENTING,4.6,1002,5,50000,Free,0,Everyone,08/18/2016,3,4.0.3,Parenting,
Kids Craft Ideas,PARENTING,4.1,99,6.6,10000,Free,0,Everyone,03/29/2018,1.1,4.1,Parenting,
Educational Children's Songs,PARENTING,4.3,163,59,100000,Free,0,Everyone,08/05/2018,1.2,4.0.3,Parenting,
How do I take care of my child?,PARENTING,4.8,190,6.8,100000,Free,0,Everyone,06/24/2018,1.5,4,Parenting,
Baby Name Together,PARENTING,4,464,24,100000,Free,0,Everyone,08/06/2018,2.3.1,5,Parenting,
White Noise for Baby,PARENTING,4.9,717,6.6,100000,Free,0,Everyone,12/30/2017,1.6.0,4.1,Parenting,
Favorite Soviet cartoons,PARENTING,4.3,63,4.9,10000,Free,0,Everyone,05/24/2018,1.0.6,4,Parenting,
The first year of a baby's life,PARENTING,4.8,7505,9.1,100000,Free,0,Everyone,01/07/2017,1.1.27.477-free,2.3,Parenting,
Safe365 – Cell Phone GPS Locator For Your Family,PARENTING,4.4,11501,11,1000000,Free,0,Everyone,07/30/2018,3.7.1,4.0.3,Parenting,
Listen to the story~The Story of the Fairy Tales,PARENTING,4.7,69,5.8,5000,Free,0,Everyone,07/10/2018,1.0.6,4.0.3,Parenting,
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715,24,500000,Free,0,Everyone,07/24/2018,FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5,Parenting,Music & Video
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.6,349,4.4,100000,Free,0,Everyone,03/21/2018,1.7,4.4,Parenting,
PPS Online,PARENTING,4.6,37,16,10000,Free,0,Everyone,07/09/2018,3.19,4.0.3,Parenting,
Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,4.5,806,11,500000,Free,0,Everyone,08/04/2018,4.2,4.0.3,Parenting,
Latest Emmanuella Comedy Video,PARENTING,4.6,60,4.9,10000,Free,0,Everyone,04/01/2018,Natalia Studio Development,4.0.3,Parenting,
Baby Care & Tracker,PARENTING,4.1,319,11,100000,Free,0,Everyone,07/12/2018,5.3,4.0.3,Parenting,
Urban Limo Taxi Simulator,PARENTING,3.8,824,53,1000000,Free,0,Everyone,08/02/2018,8.9,4.0.3,Parenting,
Rainbow - Journal & Activities,PARENTING,4.8,6668,20,100000,Free,0,Everyone,03/28/2018,2.5.9,4.1,Parenting,
Classical music for baby,PARENTING,4.8,1940,38,100000,Free,0,Everyone,07/18/2018,1.04,4.2,Parenting,Music & Video
How do I care about my child?,PARENTING,4.3,34,4.9,10000,Free,0,Everyone,07/03/2018,1.2,4,Parenting,
My Child from eDziecko.pl,PARENTING,4.5,1025,17,100000,Free,0,Everyone,06/29/2018,1.3.9,4.1,Parenting,
Baby Panda Musical Genius,PARENTING,4,3346,37,1000000,Free,0,Everyone,06/15/2018,8.25.10.00,4.0.3,Parenting,Music & Video
Baby Monitor,PARENTING,4.4,5343,5.2,1000000,Free,0,Everyone,03/30/2018,2.1.1,4.1,Parenting,
Daniel Tiger for Parents,PARENTING,4.7,247,28,100000,Free,0,Everyone,03/19/2018,1.3.0,4.4,Parenting,Music & Video
Voice Tables - no internet,PARENTING,4.3,970,71,100000,Free,0,Everyone,05/28/2018,2,4.0.3,Parenting,
Vegetable Fun,PARENTING,3.9,3182,46,1000000,Free,0,Everyone,06/15/2018,8.25.10.00,4.0.3,Parenting,Education
It's open.,PARENTING,4.4,1528,16,100000,Free,0,Everyone,07/24/2018,8.1.2,4.4,Parenting,
Children's Stories 2018 - The Lion Come Lion,PARENTING,4.4,39,18,10000,Free,0,Everyone,10/31/2017,1.2,4,Parenting,Music & Video
Feed Baby - Baby Tracker,PARENTING,4.5,76795,18,1000000,Free,0,Everyone,08/01/2018,2.0.6,4.1,Parenting,
Weather forecast,WEATHER,4.8,159455,10,1000000,Free,0,Everyone,05/08/2018,1.11.93,4.4,Weather,
Live Weather Pro,WEATHER,4.8,892,17,10000,Free,0,Everyone,07/17/2018,1.1,4.4,Weather,
weather - weather forecast,WEATHER,4.7,11118,9.7,1000000,Free,0,Everyone,04/26/2018,30,4,Weather,
Free live weather on screen,WEATHER,4.4,15370,21,1000000,Free,0,Everyone,08/02/2018,12.2.6.3660,4.1,Weather,
Weather Radar Widget,WEATHER,4.3,18194,3.2,1000000,Free,0,Everyone,06/28/2017,1.7.7,3,Weather,
Weather –Simple weather forecast,WEATHER,4.4,40606,15,10000000,Free,0,Everyone,08/05/2018,v7.0.02.3.0516.1_06_0713,5,Weather,
Weather Crave,WEATHER,4.2,133338,44,5000000,Free,0,Everyone,06/26/2018,6.1.3,4.1,Weather,
Klara weather,WEATHER,4.6,36900,4.8,500000,Free,0,Everyone,07/28/2018,1.3.6,4,Weather,
Real time Weather Forecast,WEATHER,4.4,4184,10,1000000,Free,0,Everyone,03/26/2018,7.1.12.12,5,Weather,
METEO FRANCE,WEATHER,3.9,100994,54,5000000,Free,0,Everyone,07/13/2018,5.9.7,4.1,Weather,
APE Weather ( Live Forecast),WEATHER,4.3,20008,9.1,5000000,Free,0,Everyone,07/03/2018,7.1.34.28,5,Weather,
Live Weather & Daily Local Weather Forecast,WEATHER,4.5,13426,19,1000000,Free,0,Everyone,07/17/2018,9.9.1.1910,4.1,Weather,
Weather,WEATHER,4.2,18773,12,10000000,Free,0,Everyone,05/24/2018,1.3.A.2.9,4.4,Weather,
Klart.se - Sweden's best weather,WEATHER,3.6,7623,19,1000000,Free,0,Everyone,07/11/2018,3.18.5,4.4,Weather,
Info BMKG,WEATHER,4.3,21404,7.6,1000000,Free,0,Everyone,06/15/2017,2.2,4.4,Weather,
wetter.com - Weather and Radar,WEATHER,4.2,189313,38,10000000,Free,0,Everyone,08/06/2018,Varies with device,Varies with device,Weather,
Local Weather Forecast & Visual Widget,WEATHER,4.5,3478,6.1,500000,Free,0,Everyone,08/02/2018,2.9.10,4.2,Weather,
Wetter by t-online.de,WEATHER,4.2,24349,9.2,1000000,Free,0,Everyone,05/14/2018,1.8.4.5,4.1,Weather,
Weather Live Pro,WEATHER,4.8,17493,11,100000,Paid,4.49,Everyone,04/20/2018,1.3,4.4,Weather,
AEMET's time,WEATHER,3.8,15966,9.2,1000000,Free,0,Everyone,07/17/2017,2,2.3,Weather,
New 2018 Weather App & Widget,WEATHER,4.5,2332,20,500000,Free,0,Teen,08/03/2018,12.2.7.3671,4.1,Weather,
Météociel,WEATHER,4.5,29344,22,500000,Free,0,Everyone,07/25/2018,4.1.11 - Hegoa,4.1,Weather,
ForecaWeather,WEATHER,4.2,18425,5.3,1000000,Free,0,Everyone,07/29/2017,3.1.7,4.1,Weather,
All Video Downloader 2018,VIDEO PLAYERS,4.3,7557,5.6,1000000,Free,0,Everyone,07/25/2018,1.0.1,4.4,Video Players & Editors,
Video Downloader,VIDEO PLAYERS,4.2,59089,5.4,10000000,Free,0,Everyone,08/03/2018,1.0.8,4.4,Video Players & Editors,
HD Video Player,VIDEO PLAYERS,4.3,1551,2.9,1000000,Free,0,Everyone,07/25/2018,1.1,4.1,Video Players & Editors,
Iqiyi (for tablet),VIDEO PLAYERS,3.6,12764,25,1000000,Free,0,Teen,07/11/2018,7.1,4,Video Players & Editors,
Motorola Gallery,VIDEO PLAYERS,3.9,121916,23,100000000,Free,0,Everyone,01/25/2016,Varies with device,Varies with device,Video Players & Editors,
Free TV series,VIDEO PLAYERS,3.7,400,7.2,100000,Free,0,Teen,05/28/2018,v1.0.3,4.0.3,Video Players & Editors,
Video Player All Format for Android,VIDEO PLAYERS,4.6,3930,3.3,500000,Free,0,Everyone,07/26/2018,1.1.7,4.0.3,Video Players & Editors,
Vote for,VIDEO PLAYERS,4.2,193381,17,50000000,Free,0,Teen,08/03/2018,1.78,4.0.3,Video Players & Editors,
XX HD Video downloader-Free Video Downloader,VIDEO PLAYERS,4.1,7624,6,1000000,Free,0,Everyone,04/20/2018,1.9,4.0.3,Video Players & Editors,
OBJECTIVE,VIDEO PLAYERS,3.8,19738,33,1000000,Free,0,Teen,08/07/2018,9.7.6,4,Video Players & Editors,
Music - Mp3 Player,VIDEO PLAYERS,4.4,259605,3.1,10000000,Free,0,Everyone,08/03/2018,1.6.1,4.0.3,Video Players & Editors,
HD Movie Video Player,VIDEO PLAYERS,4.5,18699,4.1,1000000,Free,0,Everyone,03/27/2018,1,4.0.3,Video Players & Editors,
"YouCut - Video Editor & Video Maker, No Watermark",VIDEO PLAYERS,4.6,98819,27,5000000,Free,0,Everyone,08/06/2018,1.251.54,4.3,Video Players & Editors,
"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO PLAYERS,4.7,53006,44,1000000,Free,0,Everyone,08/03/2018,1.5.1,4.4,Video Players & Editors,
video player for android,VIDEO PLAYERS,4.5,351168,13,10000000,Free,0,Everyone,10/18/2016,2.0.0,2.3,Video Players & Editors,
HTC Service － DLNA,VIDEO PLAYERS,3.9,3484,3,10000000,Free,0,Everyone,12/03/2015,7.10.621414,5,Video Players & Editors,
Samsung Video Library,VIDEO PLAYERS,4.4,25922,6.1,50000000,Free,0,Everyone,05/09/2018,1.4.08.2,7,Video Players & Editors,
